,spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
582,855,0,4175,175,13,1024,212,628,671,1027,1312,196822,329063,6,9151,491,1640,229043,62.17,2143,622964891,mehan1k_4etko,"261,30"
583,421,146,4972,496,15,1778,297,397,341,456,753,647470,339925,7,11025,803,3370,373508,180.08,3329,636440033,_Ac_KeT_,"1669,86"
585,480,0,6492,292,17,1496,360,685,856,717,1558,409960,1103113,5,17145,524,1950,454963,127.37,2557,544621717,Tankbosskv_1,"249,14"
586,300,0,1580,223,6,1094,87,232,296,223,534,98972,243572,4,3340,225,1811,118872,85.63,960,560519170,kucisolo,"229,02"
588,113355,557,440586,587,1026,2738,15546,36864,34413,39561,72303,94777362,95564532,9,634750,61758,10883,42425016,558.79,227228,595698311,sanyakond,"1459,04"
589,3619,681,41238,767,107,2625,2516,3252,2633,3701,5992,8764561,4810316,9,69049,6528,6849,4595186,291.84,29472,554207394,B_O_A_037,"1944,27"
590,233,0,2670,188,11,746,161,341,401,1209,753,126655,466140,5,4809,213,1405,141601,99.86,1525,665976907,Geka1020t,"179,23"
591,1041,20,1905,208,28,1230,305,761,961,2519,1750,171281,906062,3,4951,283,2212,364854,104.84,1289,514412544,robson1120,"45,22"
592,576,115,3076,236,7,1226,241,505,465,680,977,214150,229728,5,6248,564,1614,230647,92.44,2030,542796361,_ChuckNorris69_,"475,98"
593,11643,24,42590,331,117,2147,1768,5718,6264,10951,12099,5553445,8324578,10,74320,5736,5750,4001332,262.18,22101,500754509,Wiki98,"647,95"
594,20200,1773,129430,493,343,2259,7721,13381,13008,18471,26732,26434615,20676357,8,215788,21807,6971,13169055,280.66,74661,596930408,Mr_Crabs_24Rus,"1264,55"
595,1457,166,6535,246,10,1382,386,863,971,3072,1844,461654,605685,8,15065,843,2604,453464,83.75,4343,541723013,Blackhawk9986,"356,85"
596,12562,21,93775,438,316,2584,6410,9770,8851,29810,18937,17864548,13180232,9,164611,18113,5805,8286882,288.43,14145,601689258,zpmercury,"1407,29"
597,313,0,4504,264,10,1313,162,303,312,2294,625,173514,307878,4,8476,234,1844,164901,141.63,2290,563266758,czarnyjerem,"495,95"
598,641,0,8713,279,34,1044,593,853,738,1538,1625,809049,407608,9,18670,2018,880,453577,70.92,82,637140360,RenamedUser_274305,"1483,31"
599,475,0,4268,332,4,1239,242,397,323,506,724,299680,258920,7,7708,801,2124,240311,75.31,3054,548770260,Mav54,"1130,12"
600,1072,9,4550,173,40,1163,462,1005,1203,1391,2248,260185,845490,7,16743,560,1786,388461,83.32,2482,508778032,lukalajtman7,"66,41"
601,5584,0,32259,397,70,2004,1478,2896,3045,5776,6011,2618074,3108641,8,55376,3876,2864,2383653,191.43,13191,637342300,4ikiSTXaNa,"760,36"
602,753,0,3183,183,11,901,192,459,629,1762,1099,151300,274451,7,8385,380,586,200626,143.34,51,619073721,RenamedUser_858776,"187,82"
604,12304,0,80310,578,149,2494,3524,5733,4845,13043,10727,9866277,8661448,12,131124,10915,5159,6201264,394.78,14092,502074836,krissirk,"1624,26"
605,512,0,1813,127,8,551,127,406,488,582,902,56681,236402,4,4555,170,720,114512,54.88,880,504463039,alexm1998,"47,70"
606,1585,0,7238,498,42,1683,333,932,1086,645,2060,1793788,2667157,6,11703,889,4994,1025259,247.57,4694,597304619,iron_panzer_255,"735,57"
607,1660,0,8854,244,20,1435,557,1274,1363,4031,2657,810507,1060084,5,17416,1277,2417,649573,138.46,2514,620195902,RenamedUser_4656005,"511,59"
608,8352,64,23665,275,105,1833,1495,3932,4611,7824,8648,1859081,4768420,6,53255,2583,2203,2378090,164.0,15017,517420323,Lybra_1,"231,07"
609,20123,0,137331,373,258,2088,8792,15264,15916,18950,31438,24492934,26067986,9,209163,22893,6835,11720436,262.99,71850,620974068,lishenet,"914,57"
610,36671,658,160306,475,379,2430,9125,18531,17233,31648,36143,34461446,32382050,9,258153,29739,6663,17151607,348.29,96959,599109538,serg2385,"1303,40"
611,4586,0,20851,359,39,1944,809,2305,2251,3267,4595,2554512,3517310,8,30955,3101,5728,1649778,213.31,14198,658505185,SINHROPHAZATRON_2015,"916,63"
612,22,571,1489,375,17,1326,222,327,283,323,627,305862,141357,5,4796,298,2409,235402,51.13,237,636689245,Cymderd,"695,18"
613,49629,2153,184244,445,692,2668,7631,19971,22369,35896,43032,32398027,46108527,8,294352,24714,5887,19145866,342.52,82393,599473496,bbm21,"780,12"
614,3781,548,41888,562,48,2619,2263,3260,2481,2301,5789,4501789,2061546,8,81710,6682,6205,3250536,173.58,30576,514158714,wvovanw,"1703,34"
615,11285,278,60147,447,128,1926,3118,6102,6082,11611,12312,13199453,12326348,9,90983,10194,6954,5500294,356.16,30250,595781532,xNicolaYx,"1334,90"
616,262,20,3021,315,10,1332,201,406,467,874,883,340681,434859,5,5400,479,3860,277783,118.21,1842,524122288,julienlad,"496,42"
617,7549,222,40376,415,103,1814,2058,4569,4640,5232,9312,8034970,8264125,7,64360,5473,6445,3866100,323.04,22140,602492165,FireFire_,"999,00"
618,27276,1201,115338,443,242,2498,6639,14570,15080,34760,29892,17534660,21517406,8,199262,19499,7280,13247087,231.64,83839,514307938,Zavadavadu,"817,27"
619,766,0,3060,165,13,883,80,354,439,757,806,90359,209010,5,6973,264,1224,132923,77.69,1801,625398797,RenamedUser_22476052,"125,83"
620,196,0,1449,155,5,930,108,236,262,489,503,48797,130277,5,3463,154,0,77818,0.0,0,623072543,RenamedUser_16004471,"113,98"
621,44190,216,211614,534,377,2715,7176,16890,16599,30874,33866,35876774,38036409,9,292917,23927,7010,18073355,371.41,123973,594949204,Daishin_UKR,"1269,64"
622,37420,113,118723,458,401,2433,4347,13804,14792,32544,28997,23179503,31190930,8,167696,15873,6817,13275079,381.98,82518,599124551,Nureke_KZ_777,"864,09"
623,981,0,10355,364,10,1677,58,260,234,363,504,160505,181398,7,18525,408,2464,183372,111.64,5801,614627963,cvthnm_345,"1006,52"
624,3776,121,16813,433,95,1944,1265,2125,2363,9551,4583,2444938,2853358,8,29448,2661,4744,1982381,302.14,4275,501688753,dr_Franz,"685,34"
625,8925,0,49344,421,91,2023,2128,4798,5059,9935,9948,6055488,7345896,7,85863,5719,5012,4189184,215.61,25147,509258095,djuric83,"849,03"
626,2758,0,15235,384,19,1842,922,1714,1772,5592,3505,2947906,2493151,9,21522,2934,6272,1347537,220.75,9084,511785114,NilsenHU,"1251,16"
627,1798,43,9034,344,34,1764,417,1108,1353,2927,2495,1125083,3049064,7,15856,863,4462,857040,259.33,5361,552202265,austria_5,"386,90"
628,22,416,1184,411,11,1476,242,315,302,28,628,268279,97481,4,3883,370,2168,258229,50.56,104,614193010,uHTePeCHo_,"689,65"
630,15106,280,89892,603,214,2443,3527,7674,7238,10767,15126,13366331,14259968,8,146177,11445,6183,9126601,324.17,41148,597381006,Nakladivatel,"1244,70"
631,7696,68,36039,195,106,1360,1319,4150,5144,5313,9400,1481500,5100554,9,115832,2342,3585,1830422,113.63,16576,509743107,mechanik1975,"116,30"
632,685,0,5288,330,3,1272,290,612,585,372,1200,512258,679834,8,9386,841,3117,396150,123.12,3648,540564081,Latouche_treville01,"777,04"
633,26171,596,144172,414,328,2107,7179,15557,16605,35929,32490,25147150,28786703,9,238190,22058,6808,13457558,256.82,93440,595929977,dantma,"927,10"
634,627,60,5906,457,20,2135,242,434,474,728,928,656799,675273,6,9652,715,3880,423977,180.35,3946,580749201,raiding_hurricane,"1163,01"
635,756,0,2388,132,8,720,100,370,481,753,859,61235,177604,5,6547,215,934,113278,57.36,1324,519754257,DJ_DodoLP,"30,79"
636,499,0,4789,275,2,1664,247,454,436,1706,892,188949,284099,5,9967,521,1543,244889,77.9,2747,533315757,kiro_invader,"451,05"
637,1229,1364,9651,239,30,1346,1304,2212,2581,3010,4823,1623997,1767071,5,22848,2112,2682,1153848,79.92,6994,527901909,nichituc,"349,59"
639,5378,6,21239,172,47,1249,1106,2346,2594,5830,4987,609122,1113745,7,52098,1961,2429,858490,94.88,11503,511818376,Mathias45480,"235,60"
640,1699,0,23225,282,44,1401,1529,2243,2386,5860,4673,2017041,2323806,8,45552,2923,4339,1316283,115.86,12727,502204342,killerpaint,"643,24"
641,2547,1668,12620,340,67,1526,1219,1872,1907,1917,3846,1853523,1387195,5,25660,1659,3434,1309258,141.15,5875,594768906,55555_247,"676,98"
642,1038,0,7655,140,13,854,214,678,804,892,1495,116674,306492,4,26287,410,897,209669,56.06,3833,622348855,RenamedUser_13266159,"72,54"
643,17845,1705,151272,328,342,1797,7275,13125,12971,24299,26438,15470057,12784418,10,290359,22044,5282,8660229,144.7,86596,594915696,Ap0sum,"899,50"
644,487,0,6127,527,12,1932,186,332,320,570,664,420577,347748,6,11956,584,4494,349793,117.21,4236,627757744,Shedll,"1247,00"
645,2037,0,10190,248,24,1369,569,1198,1158,4053,2380,725746,1049750,9,19121,1572,2562,590198,123.2,7650,626536524,RenamedUser_25721071,"637,95"
646,18007,0,105769,376,216,1890,6217,10486,12190,14274,22892,13826797,24049482,7,161983,11516,5276,8609619,294.93,60525,519811640,Tapio28,"635,29"
647,827,0,2282,124,21,790,112,368,427,1522,816,57338,150514,6,6190,223,385,101208,47.2,53,507299399,gazz238,"64,59"
648,1651,0,6706,189,32,1349,333,1002,1143,3088,2177,380880,887084,6,17545,825,1760,412514,124.13,2130,619043770,Prime_on,"255,09"
649,715,0,5415,184,8,866,211,490,579,785,1077,194621,273888,6,12346,592,1535,198592,65.76,3411,629424608,danirlik_1758,"332,33"
650,996,0,8211,484,5,1956,331,501,396,2019,902,476582,379226,9,11109,1123,2547,436901,146.77,5963,527717070,tremuntana,"1414,32"
652,18770,39,113079,655,254,2484,6639,10954,8665,31705,19873,24160831,16156544,10,185059,21440,7874,13015887,367.52,45616,500479908,mickre,"1886,59"
653,497,0,6582,107,36,630,392,661,670,916,1367,82728,123371,7,18750,597,607,146101,15.22,3564,629448353,RenamedUser_34776936,"122,37"
654,2172,0,10462,363,31,1824,416,1219,1390,1538,2640,938735,2105281,5,17819,1000,3176,959443,218.71,5601,608485601,Kainyz,"394,16"
655,39823,4838,196767,306,821,1811,11907,30302,34044,65649,65167,30741013,51860502,9,303839,32590,5847,19943184,209.36,88363,597624348,valigor,"525,36"
656,576,0,3963,279,9,1244,84,335,340,699,684,185741,312875,6,7478,330,2309,190564,102.9,2215,603835526,vadiska228,"486,05"
657,3017,38,13392,301,47,1737,592,1856,2267,1957,4170,1521280,3436630,6,25663,1454,3269,1254601,177.66,8210,537019152,mondob_2016,"387,78"
658,2330,0,16114,211,29,1671,769,1725,2010,6657,3764,600753,1648404,6,53657,1268,1822,795796,94.02,8922,539757668,Roman_Wolf,"185,24"
659,2778,0,22931,205,85,1199,1502,3174,3783,13574,7042,1521789,3717058,6,50228,2224,2603,1442685,100.78,13650,660070386,abramsi1983,"227,11"
660,5332,136,34575,716,106,2382,1317,2954,2949,1833,6009,8186812,8908644,7,53801,4298,8134,4303959,345.83,23212,595057173,Cherik10Seriban,"1272,74"
661,5471,396,30715,356,51,1640,1750,3194,3404,6030,6649,3780939,4101668,8,57433,3989,3476,2365215,238.09,19359,536380531,Roxere,"883,25"
662,3111,0,12265,213,36,1291,522,1651,1949,5758,3636,736216,1780242,6,26365,1191,2390,774698,113.33,5617,507426334,mateeusz96,"259,59"
663,1851,1,10854,244,35,1340,902,1867,2250,2925,4152,1171136,2496290,6,18964,1656,2970,1012077,136.44,6336,657848401,gamergrand,"279,55"
664,286,1,1696,127,8,690,104,256,278,335,542,41444,101414,3,5754,94,956,69068,38.74,816,625329398,ARIES_83_22277876,"76,60"
665,604,0,3047,262,5,1185,139,302,326,1022,633,162227,183620,6,4733,362,1138,165824,119.99,1456,510205837,Zjem_Ci_Kapcia,"646,05"
666,1093,0,7360,121,19,647,352,950,1135,3422,2104,127061,430988,5,22873,431,825,254255,51.3,2558,510107565,Rautakoura30,"46,08"
667,479,0,2422,154,11,630,113,286,297,797,594,84144,112346,7,6457,285,0,91746,0.0,0,622267174,RenamedUser_12980146,"334,69"
668,8418,75,40815,438,78,1805,2238,5741,6769,5851,12588,5948410,11897960,6,71219,5140,5106,5515218,234.84,26611,538734756,Daurius,"438,89"
669,4062,0,12672,234,19,1410,353,1589,1788,1701,3396,791878,1473854,8,23200,1606,2384,793674,117.58,8455,629638848,SUPERmax4444,"427,02"
670,255,0,920,142,6,720,129,313,331,223,650,41704,146362,4,2408,113,696,92084,47.87,603,529493385,Kecskee92,"79,46"
671,11441,2,51686,370,134,1821,1883,5123,5129,8465,10386,5966464,7611394,8,93279,6824,4361,3840801,222.71,12501,500569812,Martens,"923,36"
672,404,0,2011,163,13,649,117,233,273,745,519,67824,105611,5,4943,234,109,84674,45.8,22,500768680,Barachiel,"323,56"
673,1906,0,3186,179,19,980,164,639,637,1168,1295,208863,375982,5,7646,527,0,231662,0.0,0,500954370,Red_Chaos,"338,10"
674,957,0,5107,163,8,885,194,512,537,1279,1057,120235,247974,6,14086,441,1034,172636,71.23,1219,620112300,RenamedUser_4382441,"253,27"
675,607,0,3770,167,9,1107,151,465,538,801,1012,123409,297455,4,9730,326,1673,169065,60.48,1983,521018512,ByNowBeR,"142,92"
676,985,0,3988,261,17,1936,233,665,774,1705,1456,256148,646340,7,10316,403,3966,380547,116.52,2387,516626164,sephibomboum,"164,04"
677,198,0,2802,143,12,712,150,282,275,775,569,56081,85558,5,16112,251,0,81214,0.0,0,503155335,bartek12345678910,"220,04"
678,9533,152,73067,282,311,1634,7874,12301,15189,20372,27801,11778009,20754162,7,108965,12339,4868,7827017,153.97,45294,599227874,BOSS121276,"385,61"
679,9747,724,61994,690,122,2792,2837,4715,3881,6498,8718,10991166,8334702,7,91312,8604,8227,6017166,377.32,43528,564356286,Grenejt69,"1857,15"
680,3870,0,18629,367,33,1991,718,1847,1939,2524,3819,1992383,2455033,7,30884,2447,5044,1402418,190.23,11505,509304422,LolFejsik,"908,18"
681,8767,244,74378,459,312,2013,7015,9874,12144,20202,22330,19406453,27515790,7,111417,13044,6740,10244514,332.85,38418,504483753,VN900,"638,81"
682,1457,104,6762,202,21,1317,500,1134,1248,2117,2403,519220,653864,6,15053,996,2553,485533,110.38,1818,600002935,myste123,"372,37"
683,382,0,1815,151,4,687,119,268,332,919,604,61740,194257,4,5486,170,1009,91385,68.09,996,507687440,tomasjanijanac,"84,96"
684,6452,71,44102,505,135,2372,2534,4547,4415,3584,9097,8978086,9089578,8,63744,6707,7034,4596982,262.49,28334,595216004,Simpson_557,"1149,92"
685,1480,170,7067,218,21,1327,465,1177,1446,1151,2644,605131,1181348,6,16561,1079,2461,577699,90.79,4574,626253549,WADOSER,"283,18"
686,11739,329,56311,372,150,2079,3136,5567,5471,14187,11188,5760192,6708289,9,91101,7963,4295,4160297,266.63,14304,500500192,Gron_Mortum,"959,99"
687,3026,0,26488,258,73,1308,1649,2714,2936,6642,5723,2182023,3064355,7,49400,3439,2619,1474603,116.45,4436,500413396,krzysztof76,"612,91"
688,2844,0,10674,290,27,1531,601,1616,1823,579,3466,1243212,3291102,4,17021,1083,2320,1006633,298.35,5533,623365063,vadleonardovich,"351,85"
689,581,0,4595,241,8,1233,93,297,306,490,611,142053,177717,5,8593,392,1955,147198,92.01,2908,631327085,mayn88,"599,64"
691,776,0,5371,212,12,1123,235,619,638,929,1269,285919,390434,9,12771,822,1702,269432,84.15,3574,624887242,RenamedUser_20889027,"485,21"
692,19700,0,97466,508,187,3082,3887,8112,7146,16328,15445,16175661,14404786,10,129132,14433,6606,7841002,482.25,46053,621649707,ELDAR_25_10646708,"1615,41"
693,1314,67,10772,354,41,1566,522,902,1059,1792,2002,1074445,1674715,5,21063,1009,4150,708545,202.22,6606,587849254,bananyboy,"647,73"
695,897,0,5549,185,13,2388,325,748,970,1046,1731,309755,587619,7,11494,637,3919,320373,81.25,3522,608877339,ZloyGnom80lvl,"256,68"
696,700,4,5519,740,11,2317,167,350,304,365,665,791903,597545,8,7746,745,4838,492178,258.68,4188,611625011,IuTeJIb_PaHDoMa,"1928,00"
697,4949,15,24875,260,86,1510,1339,3307,3407,7742,6800,2439255,4049785,6,47336,3530,3676,1766806,173.48,6632,654993872,E_Romell_11546295,"530,56"
698,870,15,6738,269,14,1554,460,948,969,2070,1931,614548,908429,6,13209,1006,2594,520026,102.69,4155,504899575,bruneteson,"530,20"
699,4637,20,21224,423,43,2101,930,2069,2340,4547,4452,2847193,3659581,7,31384,2556,5523,1882616,229.99,14826,517375596,dolot_pwr,"852,65"
700,1805,158,11340,247,27,1319,660,1489,1751,1459,3267,1013270,1592148,6,23798,1484,3918,807055,122.74,7068,526618097,HEAVY20,"437,15"
701,556,0,3514,195,16,1095,262,576,662,1193,1254,148567,418453,6,10470,392,1264,244822,72.59,1690,537745972,geolupas10,"112,31"
702,613,0,5065,244,4,1340,136,316,348,808,668,108965,170064,9,9699,407,1378,163129,81.93,2766,542289908,justi06,"320,33"
703,1683,0,6395,365,14,1879,194,665,685,1850,1364,487007,517709,7,9766,917,2083,498399,162.72,4808,627771650,RenamedUser_29323441,"724,94"
704,2177,0,17362,590,8,2106,211,591,392,2158,991,525046,297853,11,26536,1803,2471,585158,110.22,13851,631559087,RenamedUser_59556828,"2481,30"
705,2012,0,7653,203,16,1219,428,1194,1409,1889,2619,407162,954938,6,17369,899,1759,531973,103.15,4498,522741786,icebear_steel,"232,00"
706,726,0,3324,199,19,902,142,329,315,1099,663,130102,136600,6,6851,530,0,131982,0.0,0,507345444,skinwalker92,"640,18"
707,8965,0,62128,682,127,2697,3719,4809,3944,7756,8880,11282289,6654844,10,85861,12259,6760,6058822,362.24,10237,500273694,Gargouille,"2159,36"
708,1162,5,9949,233,14,1821,299,682,681,496,1377,279026,300414,5,23543,843,1606,321002,59.27,6086,635171076,_Slime__Play,"523,45"
709,5076,166,18494,233,42,1267,631,2216,2713,2496,4971,1343273,2394194,8,37077,2205,3042,1156508,128.59,12686,510722867,coco150301,"384,76"
710,707,40,3619,191,16,884,341,865,1026,1077,1907,341815,939830,7,9110,594,2381,365177,94.91,1884,626777115,Ivans025,"163,04"
711,6701,0,29653,289,74,1523,1789,3760,4113,9024,7947,3185531,5261238,7,61552,3961,3832,2293374,204.4,19609,622425842,azulgrana_13532145,"591,17"
712,24146,45,141380,432,217,2469,4657,11361,11135,10757,22713,18477719,17362546,10,246461,19470,7014,9803497,277.69,76923,507413888,RxS_ToXiiC0,"1262,52"
713,3311,55,19191,242,59,1628,960,2551,3160,5547,5770,1684432,3525120,5,35467,2066,3228,1395344,131.17,11315,631085760,activ_westar,"308,20"
714,707,0,1986,135,15,538,112,321,362,1082,698,56845,193947,3,7498,158,493,94552,154.64,79,501201637,javilucho,"63,50"
715,3339,7,14933,420,37,1968,404,1462,1450,815,2949,1629598,2327383,6,25929,1756,3450,1239367,228.84,10628,551435014,Adrian_Dragomir,"877,60"
717,976,0,6049,201,9,1059,296,626,619,1988,1254,171329,163349,9,10198,1065,830,251898,29.93,4761,532330519,nati610,"542,80"
718,383,0,1557,166,4,1231,87,321,363,130,688,61488,181217,9,5115,190,918,114220,61.21,928,536342692,filip1231010,"67,29"
719,1170,0,7685,440,16,1979,371,720,741,2591,1477,826083,976049,7,12580,984,3485,649429,166.44,5304,518999987,Golden0ne,"888,24"
720,34491,916,146266,433,330,2235,5577,13393,13439,10542,27162,21043012,24499902,9,256005,17570,7582,11765608,327.03,90591,595900959,sab_strelok,"1055,91"
721,5777,28,37678,596,57,2333,1145,2460,2059,5179,4576,6340114,5980692,9,54854,4102,7113,2726398,359.12,26658,635502852,Shelton4525,"1819,25"
722,2088,285,14822,267,73,1781,1151,1843,1813,4310,3729,1329273,1250497,6,29762,2393,2806,994406,121.82,5547,598109594,Mireaio,"763,49"
723,28017,1355,90785,352,187,2136,3473,8486,8550,22868,17223,8350352,9420760,7,149109,10168,5165,6057542,310.3,57831,596727024,Ggoogga,"884,61"
724,331,0,2271,129,4,566,115,249,320,557,573,45995,99488,5,7322,212,559,73722,42.48,1365,628515610,RenamedUser_31760391,"88,93"
725,26827,3247,221073,295,430,1653,10330,20146,21898,58380,42474,20281914,24582795,9,447383,24178,4081,12519761,150.18,125089,507787585,Jindra1964,"653,72"
726,5628,1,30479,204,89,1258,1626,4173,5040,4230,9302,2055697,3689328,7,84001,4106,4021,1898308,99.18,19199,513382098,raph01390,"294,96"
727,21426,2251,151019,357,470,2220,9809,17416,18514,21928,36400,20883809,29728183,7,288516,20082,4961,13011124,219.89,92295,552875037,basaranos,"687,40"
728,13974,222,70970,310,131,1808,4344,9116,10091,21539,19338,9377626,11670291,8,129527,10109,4022,5993252,163.69,45903,625947123,Itschigo_24044060,"662,29"
730,231,0,2081,164,11,712,247,344,355,339,710,126390,116213,5,5172,370,0,116208,0.0,0,501650255,floxxxflo,"385,76"
731,1082,0,7137,170,18,972,428,978,1153,1863,2149,306630,867170,7,25203,559,1541,364727,92.41,3612,514282807,Kiesklopper,"151,80"
732,4329,226,29627,332,70,1914,2050,3746,3979,5297,7795,3981220,5064240,7,45429,4430,4560,2588020,174.9,19797,595039955,Saminell,"690,88"
734,124755,4948,810713,548,1532,2970,33714,71112,71353,119859,143997,118955133,131895351,9,1367442,107828,6950,78950558,305.45,453774,502968276,robotrix,"1067,34"
735,587,0,3583,152,5,799,141,358,433,1011,796,85111,154028,5,12518,353,1111,121241,49.07,2178,629662773,RenamedUser_35448823,"176,60"
736,400,0,4036,236,13,1164,149,279,357,1440,649,178204,300687,5,6722,316,1346,153171,111.14,2486,661262477,finchkost91,"609,49"
738,1297,40,11640,240,20,1628,644,1336,1457,3055,2813,600502,1361581,7,29213,1005,2829,675177,105.72,5687,510261416,racerivals,"273,20"
739,3434,0,24206,481,62,1983,1324,2182,2259,5798,4503,3484953,3142094,8,39872,3498,5219,2166537,291.98,6188,503507640,Thasidar,"1141,42"
